user_id,type,comparison,priority,message,action,metric
USR249de,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR249de,budget_advice,peer,medium,You spend 248% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.3478260869565217), 'peer_spend': np.float64(0.1), 'pct_above': 248}"
USR249de,budget_advice,personal,medium,Your Gifts spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Gifts to avoid these irregular spikes.,"{'category': 'Gifts', 'spike_ratio': np.float64(23.0)}"
USR862eI,budget_advice,peer,medium,You spend 350% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.4285714285714285), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 350}"
USR862eI,budget_advice,personal,medium,Your Travel spending spiked to 14.0x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(14.0)}"
USR489ka,spending_warning,personal,high,Your average transaction amount this month ($14859) is 1013% above your usual average ($1335).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(14858.745), 'all_time_avg': np.float64(1335.0576271186442), 'pct_above': 1013}"
USR489ka,spending_warning,peer,medium,Your recent average spend ($14859/txn) is 7329% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(14858.745), 'peer_avg': np.float64(200.0), 'pct_above': 7329}"
USR489ka,budget_advice,peer,medium,You spend 219% more than similar users on Transportation ($0 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,"{'category': 'Transportation', 'user_spend': np.float64(0.4347826086956521), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 219}"
USR489ka,budget_advice,personal,medium,Your Friend Activities spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(23.0)}"
USR489ka,behavioral_nudge,personal,low,73% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 73, 'weekend_spend': np.float64(57466.62), 'weekday_spend': np.float64(21301.78)}"
USR936rw,budget_advice,peer,medium,You spend 660% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.4), 'peer_spend': np.float64(0.0526315789473684), 'pct_above': 660}"
USR936rw,budget_advice,personal,medium,Your Friend Activities spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(20.0)}"
USR936rw,behavioral_nudge,personal,low,81% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 81, 'weekend_spend': np.float64(43944.66), 'weekday_spend': np.float64(10452.51)}"
USR981Is,spending_warning,personal,high,Your average transaction amount this month ($2371) is 91% above your usual average ($1244).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(2371.325), 'all_time_avg': np.float64(1243.545777777778), 'pct_above': 91}"
USR981Is,spending_warning,peer,medium,Your recent average spend ($2371/txn) is 1086% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(2371.325), 'peer_avg': np.float64(200.0), 'pct_above': 1086}"
USR981Is,budget_advice,peer,medium,You spend 268% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.3684210526315789), 'peer_spend': np.float64(0.1), 'pct_above': 268}"
USR981Is,budget_advice,personal,medium,Your Friend Activities spending spiked to 19.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(19.0)}"
USR169XO,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR169XO,budget_advice,peer,medium,You spend 220% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.3043478260869565), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 220}"
USR169XO,budget_advice,personal,medium,Your Housing and Utilities spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Housing and Utilities to avoid these irregular spikes.,"{'category': 'Housing and Utilities', 'spike_ratio': np.float64(23.0)}"
USR885xH,spending_warning,personal,high,Your average transaction amount this month ($649) is 110% above your usual average ($308).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(648.69), 'all_time_avg': np.float64(308.2345762711864), 'pct_above': 110}"
USR885xH,spending_warning,peer,medium,Your recent average spend ($649/txn) is 224% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(648.69), 'peer_avg': np.float64(200.0), 'pct_above': 224}"
USR885xH,budget_advice,peer,medium,You spend 252% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,"{'category': 'Fitness', 'user_spend': np.float64(0.391304347826087), 'peer_spend': np.float64(0.1111111111111111), 'pct_above': 252}"
USR885xH,budget_advice,personal,medium,Your Personal Hygiene spending spiked to 11.5x your usual amount in your highest month.,Consider a monthly cap on Personal Hygiene to avoid these irregular spikes.,"{'category': 'Personal Hygiene', 'spike_ratio': np.float64(11.5)}"
USR104NK,budget_advice,peer,medium,You spend 198% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,"{'category': 'Travel', 'user_spend': np.float64(0.4761904761904761), 'peer_spend': np.float64(0.16), 'pct_above': 198}"
USR104NK,budget_advice,personal,medium,Your Fitness spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(21.0)}"
USR104NK,behavioral_nudge,personal,low,91% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 91, 'weekend_spend': np.float64(150182.41), 'weekday_spend': np.float64(15402.9)}"
USR828eU,budget_advice,peer,medium,You spend 445% more than similar users on Friend Activities ($0 vs peer avg $0/month).,Setting a monthly budget for Friend Activities could bring your spend in line with peers.,"{'category': 'Friend Activities', 'user_spend': np.float64(0.2727272727272727), 'peer_spend': np.float64(0.05), 'pct_above': 445}"
USR828eU,budget_advice,personal,medium,Your Travel spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(22.0)}"
USR689HM,spending_warning,peer,medium,Your recent average spend ($1233/txn) is 517% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(1233.2066666666667), 'peer_avg': np.float64(200.0), 'pct_above': 517}"
USR689HM,budget_advice,peer,medium,You spend 100% more than similar users on Transportation ($0 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,"{'category': 'Transportation', 'user_spend': np.float64(0.2727272727272727), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 100}"
USR689HM,budget_advice,personal,medium,Your Fitness spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(22.0)}"
USR654ba,budget_advice,personal,medium,Your Gifts spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Gifts to avoid these irregular spikes.,"{'category': 'Gifts', 'spike_ratio': np.float64(23.0)}"
USR725fj,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR725fj,spending_warning,peer,medium,Your recent average spend ($303/txn) is 52% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(303.4425), 'peer_avg': np.float64(200.0), 'pct_above': 52}"
USR725fj,budget_advice,peer,medium,You spend 187% more than similar users on Transportation ($0 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,"{'category': 'Transportation', 'user_spend': np.float64(0.391304347826087), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 187}"
USR725fj,budget_advice,personal,medium,Your Travel spending spiked to 15.3x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(15.3)}"
USR703am,spending_warning,personal,high,Your average transaction amount this month ($467) is 67% above your usual average ($280).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(467.166), 'all_time_avg': np.float64(280.28456521739133), 'pct_above': 67}"
USR703am,spending_warning,peer,medium,Your recent average spend ($467/txn) is 66% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(467.166), 'peer_avg': np.float64(281.25750000000005), 'pct_above': 66}"
USR703am,budget_advice,peer,medium,You spend 46% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,"{'category': 'Fitness', 'user_spend': np.float64(0.2857142857142857), 'peer_spend': np.float64(0.1952380952380952), 'pct_above': 46}"
USR703am,budget_advice,personal,medium,Your Hobbies spending spiked to 10.5x your usual amount in your highest month.,Consider a monthly cap on Hobbies to avoid these irregular spikes.,"{'category': 'Hobbies', 'spike_ratio': np.float64(10.5)}"
USR704Np,spending_warning,peer,medium,Your recent average spend ($875/txn) is 211% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(874.9175), 'peer_avg': np.float64(281.25750000000005), 'pct_above': 211}"
USR704Np,budget_advice,peer,medium,You spend 34% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,"{'category': 'Fitness', 'user_spend': np.float64(0.2608695652173913), 'peer_spend': np.float64(0.1952380952380952), 'pct_above': 34}"
USR704Np,budget_advice,personal,medium,Your Housing and Utilities spending spiked to 11.5x your usual amount in your highest month.,Consider a monthly cap on Housing and Utilities to avoid these irregular spikes.,"{'category': 'Housing and Utilities', 'spike_ratio': np.float64(11.5)}"
USR990wn,spending_warning,personal,high,Your average transaction amount this month ($29043) is 1415% above your usual average ($1917).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(29043.49), 'all_time_avg': np.float64(1916.9657407407408), 'pct_above': 1415}"
USR990wn,spending_warning,peer,medium,Your recent average spend ($29043/txn) is 10226% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(29043.49), 'peer_avg': np.float64(281.25750000000005), 'pct_above': 10226}"
USR990wn,budget_advice,peer,medium,You spend 95% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.3181818181818182), 'peer_spend': np.float64(0.1633333333333333), 'pct_above': 95}"
USR990wn,budget_advice,personal,medium,Your Fitness spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(22.0)}"
USR557yC,spending_warning,personal,high,Your average transaction amount this month ($389) is 61% above your usual average ($242).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(388.82), 'all_time_avg': np.float64(242.1570588235294), 'pct_above': 61}"
USR557yC,spending_warning,personal,high,You have 5 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 5}
USR557yC,budget_advice,peer,medium,You spend 83% more than similar users on Subscriptions ($0 vs peer avg $0/month).,Setting a monthly budget for Subscriptions could bring your spend in line with peers.,"{'category': 'Subscriptions', 'user_spend': np.float64(0.3181818181818182), 'peer_spend': np.float64(0.1739130434782608), 'pct_above': 83}"
USR557yC,budget_advice,personal,medium,Your Housing and Utilities spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Housing and Utilities to avoid these irregular spikes.,"{'category': 'Housing and Utilities', 'spike_ratio': np.float64(22.0)}"
USR165jr,spending_warning,personal,high,Your average transaction amount this month ($433) is 71% above your usual average ($254).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(432.535), 'all_time_avg': np.float64(253.5422), 'pct_above': 71}"
USR165jr,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR165jr,spending_warning,peer,medium,Your recent average spend ($433/txn) is 116% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(432.535), 'peer_avg': np.float64(200.0), 'pct_above': 116}"
USR165jr,budget_advice,peer,medium,You spend 67% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.2272727272727272), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 67}"
USR165jr,budget_advice,personal,medium,Your Friend Activities spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(22.0)}"
USR203qJ,budget_advice,peer,medium,You spend 311% more than similar users on Hobbies ($0 vs peer avg $0/month).,Setting a monthly budget for Hobbies could bring your spend in line with peers.,"{'category': 'Hobbies', 'user_spend': np.float64(0.391304347826087), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 311}"
USR203qJ,budget_advice,personal,medium,Your Travel spending spiked to 11.5x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(11.5)}"
USR677Eb,spending_warning,peer,medium,Your recent average spend ($673/txn) is 236% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(672.6033333333334), 'peer_avg': np.float64(200.0), 'pct_above': 236}"
USR677Eb,budget_advice,peer,medium,You spend 220% more than similar users on Gifts ($0 vs peer avg $0/month).,Setting a monthly budget for Gifts could bring your spend in line with peers.,"{'category': 'Gifts', 'user_spend': np.float64(0.3043478260869565), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 220}"
USR677Eb,budget_advice,personal,medium,Your Subscriptions spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Subscriptions to avoid these irregular spikes.,"{'category': 'Subscriptions', 'spike_ratio': np.float64(23.0)}"
USR848ei,budget_advice,peer,medium,You spend 250% more than similar users on Hobbies ($0 vs peer avg $0/month).,Setting a monthly budget for Hobbies could bring your spend in line with peers.,"{'category': 'Hobbies', 'user_spend': np.float64(0.3333333333333333), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 250}"
USR848ei,budget_advice,personal,medium,Your Fitness spending spiked to 9.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(9.0)}"
USR848ei,behavioral_nudge,personal,low,91% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 91, 'weekend_spend': np.float64(59557.2), 'weekday_spend': np.float64(5681.26)}"
USR718eU,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR718eU,budget_advice,peer,medium,You spend 136% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.3636363636363636), 'peer_spend': np.float64(0.1539473684210526), 'pct_above': 136}"
USR718eU,budget_advice,personal,medium,Your Food spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Food to avoid these irregular spikes.,"{'category': 'Food', 'spike_ratio': np.float64(11.0)}"
USR162th,budget_advice,peer,medium,You spend 776% more than similar users on Gifts ($0 vs peer avg $0/month).,Setting a monthly budget for Gifts could bring your spend in line with peers.,"{'category': 'Gifts', 'user_spend': np.float64(0.3809523809523809), 'peer_spend': np.float64(0.0434782608695652), 'pct_above': 776}"
USR162th,budget_advice,personal,medium,Your Travel spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(21.0)}"
USR279gH,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR279gH,budget_advice,peer,medium,You spend 234% more than similar users on Gifts ($0 vs peer avg $0/month).,Setting a monthly budget for Gifts could bring your spend in line with peers.,"{'category': 'Gifts', 'user_spend': np.float64(0.3181818181818182), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 234}"
USR279gH,budget_advice,personal,medium,Your Subscriptions spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Subscriptions to avoid these irregular spikes.,"{'category': 'Subscriptions', 'spike_ratio': np.float64(22.0)}"
USR066Hw,budget_advice,peer,medium,You spend 84% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.32), 'peer_spend': np.float64(0.1739130434782608), 'pct_above': 84}"
USR066Hw,budget_advice,personal,medium,Your Hobbies spending spiked to 12.5x your usual amount in your highest month.,Consider a monthly cap on Hobbies to avoid these irregular spikes.,"{'category': 'Hobbies', 'spike_ratio': np.float64(12.5)}"
USR066Hw,behavioral_nudge,personal,low,94% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 94, 'weekend_spend': np.float64(245810.82), 'weekday_spend': np.float64(15909.66)}"
USR139QE,spending_warning,personal,high,You have 5 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 5}
USR139QE,budget_advice,peer,medium,You spend 89% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.2916666666666667), 'peer_spend': np.float64(0.1539473684210526), 'pct_above': 89}"
USR139QE,budget_advice,personal,medium,Your Transportation spending spiked to 24.0x your usual amount in your highest month.,Consider a monthly cap on Transportation to avoid these irregular spikes.,"{'category': 'Transportation', 'spike_ratio': np.float64(24.0)}"
USR317Xw,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR317Xw,budget_advice,peer,medium,You spend 92% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.3333333333333333), 'peer_spend': np.float64(0.1739130434782608), 'pct_above': 92}"
USR317Xw,budget_advice,personal,medium,Your Hobbies spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Hobbies to avoid these irregular spikes.,"{'category': 'Hobbies', 'spike_ratio': np.float64(21.0)}"
USR866Vy,budget_advice,peer,medium,You spend 40% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.1904761904761904), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 40}"
USR866Vy,budget_advice,personal,medium,Your Gifts spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Gifts to avoid these irregular spikes.,"{'category': 'Gifts', 'spike_ratio': np.float64(21.0)}"
USR866Vy,behavioral_nudge,personal,low,92% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 92, 'weekend_spend': np.float64(108557.85), 'weekday_spend': np.float64(8877.01)}"
USR672oM,spending_warning,peer,medium,Your recent average spend ($715/txn) is 258% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(715.4449999999999), 'peer_avg': np.float64(200.0), 'pct_above': 258}"
USR672oM,budget_advice,peer,medium,You spend 330% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.4090909090909091), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 330}"
USR672oM,budget_advice,personal,medium,Your Gifts spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Gifts to avoid these irregular spikes.,"{'category': 'Gifts', 'spike_ratio': np.float64(22.0)}"
USR437KX,budget_advice,peer,medium,You spend 338% more than similar users on Gifts ($0 vs peer avg $0/month).,Setting a monthly budget for Gifts could bring your spend in line with peers.,"{'category': 'Gifts', 'user_spend': np.float64(0.4166666666666667), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 338}"
USR437KX,budget_advice,personal,medium,Your Medical/Dental spending spiked to 12.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(12.0)}"
USR415QQ,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR415QQ,budget_advice,peer,medium,You spend 76% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.24), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 76}"
USR415QQ,budget_advice,personal,medium,Your Fitness spending spiked to 25.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(25.0)}"
USR332Yp,budget_advice,peer,medium,You spend 67% more than similar users on Friend Activities ($0 vs peer avg $0/month).,Setting a monthly budget for Friend Activities could bring your spend in line with peers.,"{'category': 'Friend Activities', 'user_spend': np.float64(0.25), 'peer_spend': np.float64(0.15), 'pct_above': 67}"
USR332Yp,budget_advice,personal,medium,Your Medical/Dental spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(20.0)}"
USR598Hk,spending_warning,peer,medium,Your recent average spend ($1029/txn) is 414% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(1028.8300000000002), 'peer_avg': np.float64(200.0), 'pct_above': 414}"
USR598Hk,budget_advice,peer,medium,You spend 200% more than similar users on Transportation ($0 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,"{'category': 'Transportation', 'user_spend': np.float64(0.4090909090909091), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 200}"
USR598Hk,budget_advice,personal,medium,Your Travel spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(22.0)}"
USR726VM,budget_advice,peer,medium,You spend 204% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,"{'category': 'Travel', 'user_spend': np.float64(0.3043478260869565), 'peer_spend': np.float64(0.1), 'pct_above': 204}"
USR726VM,budget_advice,personal,medium,Your Personal Hygiene spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Personal Hygiene to avoid these irregular spikes.,"{'category': 'Personal Hygiene', 'spike_ratio': np.float64(23.0)}"
USR726VM,behavioral_nudge,personal,low,58% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 58, 'weekend_spend': np.float64(53065.4), 'weekday_spend': np.float64(37981.36)}"
USR059hG,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR059hG,budget_advice,peer,medium,You spend 253% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.3529411764705882), 'peer_spend': np.float64(0.1), 'pct_above': 253}"
USR059hG,budget_advice,personal,medium,Your Hobbies spending spiked to 17.0x your usual amount in your highest month.,Consider a monthly cap on Hobbies to avoid these irregular spikes.,"{'category': 'Hobbies', 'spike_ratio': np.float64(17.0)}"
USR843Yq,budget_advice,peer,medium,You spend 233% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.3333333333333333), 'peer_spend': np.float64(0.1), 'pct_above': 233}"
USR843Yq,budget_advice,personal,medium,Your Fitness spending spiked to 14.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(14.0)}"
USR473tw,budget_advice,peer,medium,You spend 275% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.375), 'peer_spend': np.float64(0.1), 'pct_above': 275}"
USR473tw,budget_advice,personal,medium,Your Gifts spending spiked to 16.0x your usual amount in your highest month.,Consider a monthly cap on Gifts to avoid these irregular spikes.,"{'category': 'Gifts', 'spike_ratio': np.float64(16.0)}"
USR146jK,budget_advice,peer,medium,You spend 150% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.25), 'peer_spend': np.float64(0.1), 'pct_above': 150}"
USR146jK,budget_advice,personal,medium,Your Housing and Utilities spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Housing and Utilities to avoid these irregular spikes.,"{'category': 'Housing and Utilities', 'spike_ratio': np.float64(20.0)}"
USR785nU,spending_warning,personal,high,Your average transaction amount this month ($736) is 136% above your usual average ($312).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(736.3933333333334), 'all_time_avg': np.float64(311.9855319148936), 'pct_above': 136}"
USR785nU,spending_warning,personal,high,You have 5 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 5}
USR785nU,spending_warning,peer,medium,Your recent average spend ($736/txn) is 268% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(736.3933333333334), 'peer_avg': np.float64(200.0), 'pct_above': 268}"
USR785nU,budget_advice,peer,medium,You spend 264% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,"{'category': 'Travel', 'user_spend': np.float64(0.3636363636363636), 'peer_spend': np.float64(0.1), 'pct_above': 264}"
USR785nU,budget_advice,personal,medium,Your Housing and Utilities spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Housing and Utilities to avoid these irregular spikes.,"{'category': 'Housing and Utilities', 'spike_ratio': np.float64(22.0)}"
